reviewTitle,reviewBody,aspect,categorized_aspect,sentiment,response
Think I got a defect,"Had a pair before, great headphones and very comfortable.  What else can you say about AirPods.",headphones,other,positive,Thank you for highlighting the headphones. We're glad you're satisfied!
Think I got a defect,"Had a pair before, great headphones and very comfortable.  What else can you say about AirPods.",comfortable,comfort,positive,Thank you for highlighting the comfortable. We're glad you're satisfied!
Think I got a defect,"Had a pair before, great headphones and very comfortable.  What else can you say about AirPods.",AirPods,other,neutral,Thank you for sharing your thoughts on the airpods.
Great value,Works great for the price! It was a little bulky but not heavy. Good for camping.,price,price,positive,Thank you for highlighting the price. We're glad you're satisfied!
Great value,Works great for the price! It was a little bulky but not heavy. Good for camping.,bulkiness,other,neutral,Thank you for sharing your thoughts on the bulkiness.
Great value,Works great for the price! It was a little bulky but not heavy. Good for camping.,weight,other,neutral,Thank you for sharing your thoughts on the weight.
Great value,Works great for the price! It was a little bulky but not heavy. Good for camping.,camping,other,positive,Thank you for highlighting the camping. We're glad you're satisfied!
Is good to buy it,I really do like and it worki really good,quality,quality,positive,Thank you for highlighting the quality. We're glad you're satisfied!
Is good to buy it,I really do like and it worki really good,functionality,functionality,positive,Thank you for highlighting the functionality. We're glad you're satisfied!
Nice deal,"Mats work nice using for dead lifts, protects floor from damage",functionality,functionality,positive,Thank you for highlighting the functionality. We're glad you're satisfied!
Nice deal,"Mats work nice using for dead lifts, protects floor from damage",floor protection,other,positive,Thank you for highlighting the floor protection. We're glad you're satisfied!
Dead in 2 months,Seemed to work pretty good but I’ve had this for about two months and only used it to sharpen my kitchen knives and it’s already dead. Unit seemed to run rather hot tbh. Went to sharpen my knife set and I got through two before a strong smell of melting plastic paired with extreme heat caused the unit to fail.,workability,other,neutral,Thank you for sharing your thoughts on the workability.
Dead in 2 months,Seemed to work pretty good but I’ve had this for about two months and only used it to sharpen my kitchen knives and it’s already dead. Unit seemed to run rather hot tbh. Went to sharpen my knife set and I got through two before a strong smell of melting plastic paired with extreme heat caused the unit to fail.,durability,quality,negative,We're sorry about the issues with durability. We'll work on improving this aspect!
Dead in 2 months,Seemed to work pretty good but I’ve had this for about two months and only used it to sharpen my kitchen knives and it’s already dead. Unit seemed to run rather hot tbh. Went to sharpen my knife set and I got through two before a strong smell of melting plastic paired with extreme heat caused the unit to fail.,temperature,other,negative,We're sorry about the issues with temperature. We'll work on improving this aspect!
Decent and works,Easy to install but thought it tilted left and right. Works perfectly for the bedroom.,installation,other,neutral,Thank you for sharing your thoughts on the installation.
Decent and works,Easy to install but thought it tilted left and right. Works perfectly for the bedroom.,tilt,other,negative,We're sorry about the issues with tilt. We'll work on improving this aspect!
Decent and works,Easy to install but thought it tilted left and right. Works perfectly for the bedroom.,functionality,functionality,positive,Thank you for highlighting the functionality. We're glad you're satisfied!
Perfect attire for end of the day!,The best outfit for the end of the day..soft and comfy!,softness,other,positive,Thank you for highlighting the softness. We're glad you're satisfied!
