reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Easy on/off and durable,"I bought these to use when I help in the warehouse handling large, awkward boxed items. The grip is good and they seem to be wearing well. No holes or tears after a few weeks of daily use. I have blown through some other gloves in little more than a day. Overall I’m pleased with these.",positive,positive,"['easy', 'on/off', 'durable']","{'easy': 'positive', 'on/off': 'positive', 'durable': 'positive'}","['few', 'tears', 'boxed', 'warehouse', 'm', 'good', 'gloves', 'day', 'daily', 'awkward', 'overall', 'use', 'other', 'grip', 'weeks', 'large', 'holes', 'items']","{'few': 'positive', 'tears': 'positive', 'boxed': 'positive', 'warehouse': 'positive', 'm': 'positive', 'good': 'positive', 'gloves': 'positive', 'day': 'positive', 'daily': 'positive', 'awkward': 'positive', 'overall': 'positive', 'use': 'positive', 'other': 'positive', 'grip': 'positive', 'weeks': 'positive', 'large': 'positive', 'holes': 'positive', 'items': 'positive'}"
!BUY IT!,"Price is unreal for this product! Fluffy and light weight. As soon as I got it, I threw it in the wash. This is usually the part where I can tell if it’ll be total crap because cheap ones will dry funky or clump up without ever getting fluffed up as once bought. This comforter was an easy wash and dried up great (especially since I had to re wash it after forgetting in the washer ????)! Looks and feels great! Was originally going to be a spare but it’s in my regular rotations now, when my kids aren’t trying to take it! I’m hoping they come out with more prints but if not, might just have to pick up another one.",neutral,positive,['it'],{'it': 'neutral'},"['weight', 'm', 'prints', 'product', 'comforter', 'easy', 'was', 'light', 'ones', 'rotations', 't', 'crap', 'wash', 'spare', 'fluffy', 'washer', 'cheap', 'price', 'unreal', 'looks', 'great', 'funky', 'part', 's', 'regular', '’', 'total', 'kids', 'one']","{'weight': 'positive', 'm': 'positive', 'prints': 'positive', 'product': 'positive', 'comforter': 'positive', 'easy': 'positive', 'was': 'positive', 'light': 'positive', 'ones': 'positive', 'rotations': 'positive', 't': 'positive', 'crap': 'positive', 'wash': 'positive', 'spare': 'positive', 'fluffy': 'positive', 'washer': 'positive', 'cheap': 'positive', 'price': 'positive', 'unreal': 'positive', 'looks': 'positive', 'great': 'positive', 'funky': 'positive', 'part': 'positive', 's': 'positive', 'regular': 'positive', '’': 'positive', 'total': 'positive', 'kids': 'positive', 'one': 'positive'}"
10/10 Hisoka,This is the best purchase I’ve ever made! He’s perfect for guarding your cat litter (and sleeping with). My cats may sometimes attack him but that’s their problem ????,neutral,negative,['hisoka'],{'hisoka': 'neutral'},"['cat', '’', 'perfect', 'purchase', 'cats', 've', 's', 'problem', 'litter']","{'cat': 'negative', '’': 'negative', 'perfect': 'positive', 'purchase': 'negative', 'cats': 'negative', 've': 'negative', 's': 'negative', 'problem': 'negative', 'litter': 'negative'}"
Great product,Works great,positive,positive,"['product', 'great']","{'product': 'positive', 'great': 'positive'}",['great'],{'great': 'positive'}
Top small bottom normal sizing,Very small in arms and shoulders,positive,neutral,"['small', 'normal', 'sizing', 'bottom', 'top']","{'small': 'positive', 'normal': 'positive', 'sizing': 'positive', 'bottom': 'positive', 'top': 'positive'}","['small', 'shoulders', 'arms']","{'small': 'neutral', 'shoulders': 'neutral', 'arms': 'neutral'}"
Love them,They arrived perfectly! Love them,neutral,neutral,[],{},[],{}
Amazing little mop,I was SHOCKED when I was finished mopping for the first time using the Sandoo mop for my mop pad was filthy! My floors looked so much better amd they were dry within a matter of minutes,positive,positive,"['amazing', 'little', 'mop']","{'amazing': 'positive', 'little': 'positive', 'mop': 'positive'}","['pad', 'mop', 'minutes', 'floors', 'first', 'shocked', 'dry', 'much', 'sandoo', 'amd', 'filthy', 'matter', 'time']","{'pad': 'positive', 'mop': 'positive', 'minutes': 'positive', 'floors': 'positive', 'first': 'positive', 'shocked': 'negative', 'dry': 'positive', 'much': 'positive', 'sandoo': 'positive', 'amd': 'positive', 'filthy': 'positive', 'matter': 'positive', 'time': 'positive'}"
Excellent product,Very comfortable:) Doesn’t feel like an air mattress at all!,positive,positive,"['product', 'excellent']","{'product': 'positive', 'excellent': 'positive'}","['’', 'feel', 'doesn', 'air', 'mattress', 'comfortable']","{'’': 'positive', 'feel': 'positive', 'doesn': 'positive', 'air': 'positive', 'mattress': 'positive', 'comfortable': 'positive'}"
�,Great sticker! Fit nicely on my hard hat...,neutral,positive,['�'],{'�': 'neutral'},"['sticker', 'fit', 'hat', 'great', 'hard']","{'sticker': 'positive', 'fit': 'positive', 'hat': 'positive', 'great': 'positive', 'hard': 'positive'}"
The only trap that works,No mess. This really works.,negative,negative,"['only', 'trap']","{'only': 'negative', 'trap': 'negative'}",['mess'],{'mess': 'negative'}
"Good for everyday use, not great on airlines anymore","It was perfect, especially getting throughout the airlines at first. I could actually breathe with this one. But then the airlines have recently caught on and are not allowing people to board with these mesh style masks. Otherwise, I love them and and use them anywhere else people are still demanding masks.",negative,positive,"['airlines', 'everyday', 'good', 'use', 'great']","{'airlines': 'negative', 'everyday': 'negative', 'good': 'positive', 'use': 'negative', 'great': 'negative'}","['masks', 'airlines', 'perfect', 'people', 'first', 'board', 'one', 'mesh', 'style']","{'masks': 'positive', 'airlines': 'positive', 'perfect': 'positive', 'people': 'positive', 'first': 'positive', 'board': 'positive', 'one': 'positive', 'mesh': 'positive', 'style': 'positive'}"
Very good chair,"great overall chair, very convenient arm rest and comfortable seating. 10/10",positive,positive,"['good', 'chair']","{'good': 'positive', 'chair': 'positive'}","['arm', 'overall', 'rest', 'comfortable', 'convenient', 'chair', 'great', 'seating']","{'arm': 'positive', 'overall': 'positive', 'rest': 'positive', 'comfortable': 'positive', 'convenient': 'positive', 'chair': 'positive', 'great': 'positive', 'seating': 'positive'}"
I WILL be buying more of these!,"I LOVE these pants! I’m 5’6” and 176lbs, with thicker legs and a smaller waist. I purchased an xl and they fit perfectly. They feel so good on and compliment all the right places.",neutral,positive,[],{},"['legs', 'places', '’', 'pants', 'good', 'waist', '”', 'xl', 'thicker', 'right']","{'legs': 'positive', 'places': 'positive', '’': 'positive', 'pants': 'positive', 'good': 'positive', 'waist': 'positive', '”': 'positive', 'xl': 'positive', 'thicker': 'positive', 'right': 'positive'}"
"Very quiet, nice design","Needed a new microwave  bought this one and right away I noticed how it doesn't make a lot of noise while operating and you can turn off the ""beeping when finished "" feature so you don't have to hear that either. It has a metal-like looking door which goes well with stainless steel appliances. It has a sensor pad built in that I have used to cook potatoes so it knows how long to cook them you can use it for other foods too. It comes with a great operating manual, actually 2 speperate ones -in English and one in Spanish. I'm still learning all the bells and whistles but I'm very pleased with my purchase.",positive,positive,"['design', 'nice', 'quiet']","{'design': 'positive', 'nice': 'positive', 'quiet': 'positive'}","['bells', 'ones', 'appliances', 'pad', 'spanish', 'microwave', 'purchase', 'sensor', 'operating', 'steel', 'other', 'potatoes', 'stainless', 'long', 'great', 'noise', 'feature', 'door', 'metal-like', 'whistles', 'manual', 'beeping', 'pleased', 'speperate', 'foods', 'new', 'lot']","{'bells': 'positive', 'ones': 'positive', 'appliances': 'positive', 'pad': 'positive', 'spanish': 'positive', 'microwave': 'positive', 'purchase': 'positive', 'sensor': 'positive', 'operating': 'positive', 'steel': 'positive', 'other': 'positive', 'potatoes': 'positive', 'stainless': 'positive', 'long': 'positive', 'great': 'positive', 'noise': 'positive', 'feature': 'positive', 'door': 'positive', 'metal-like': 'positive', 'whistles': 'positive', 'manual': 'positive', 'beeping': 'positive', 'pleased': 'positive', 'speperate': 'positive', 'foods': 'positive', 'new': 'positive', 'lot': 'positive'}"
Out of stock.,Great coloring and variations of size of boards. These boards are thicker then most which is what I was looking for. However...I gave a 3 because they are out of stock. I ordered about a month ago to see if I’d like it (actually ordered 3 different rolls) and decided I really liked this one. Went to reorder and it is “currently unavailable” in the brown. I’ve tried reaching out to see if it will become available in the newest future but no one has responded.,neutral,positive,['stock'],{'stock': 'neutral'},"['boards', 'went', 'month', 've', 'variations', '”', '“', 'coloring', 'brown', 'great', 'size', 'different', 'future', 'available', 'stock', 'unavailable', 'one', 'd', 'rolls']","{'boards': 'positive', 'went': 'positive', 'month': 'positive', 've': 'positive', 'variations': 'positive', '”': 'positive', '“': 'positive', 'coloring': 'positive', 'brown': 'positive', 'great': 'positive', 'size': 'positive', 'different': 'positive', 'future': 'positive', 'available': 'positive', 'stock': 'positive', 'unavailable': 'positive', 'one': 'positive', 'd': 'positive', 'rolls': 'positive'}"
Love it,Love it,neutral,neutral,[],{},[],{}
It's pretty cute. I like it,"Very delicate packaging, every day to open the door into the home on a light fragrance, the mood will become good, feel very good",positive,positive,"['pretty', 'cute']","{'pretty': 'positive', 'cute': 'positive'}","['packaging', 'fragrance', 'good', 'day', 'delicate', 'home', 'mood', 'light', 'door']","{'packaging': 'positive', 'fragrance': 'positive', 'good': 'positive', 'day': 'positive', 'delicate': 'positive', 'home': 'positive', 'mood': 'positive', 'light': 'positive', 'door': 'positive'}"
Very stiff.,"I am sending this back. It's supposed to be tangle free but when I took it out of the package, this hair was extremely stiff. You could barely separate the pre separated pieces because the ends felt matted together. I am disappointed because I saw so many Youtube videos that said this hair was great to use. It's a hard pass for me.",neutral,positive,['stiff'],{'stiff': 'neutral'},"['youtube', 'pre', 'back', 'pieces', 'ends', 'package', 'disappointed', 'hair', 'tangle', 'stiff', 'videos', 'free', 'pass', 'many', 'great', 'hard']","{'youtube': 'positive', 'pre': 'positive', 'back': 'positive', 'pieces': 'positive', 'ends': 'positive', 'package': 'positive', 'disappointed': 'negative', 'hair': 'positive', 'tangle': 'positive', 'stiff': 'positive', 'videos': 'positive', 'free': 'positive', 'pass': 'positive', 'many': 'positive', 'great': 'positive', 'hard': 'positive'}"
Cute summer decor,Super cute and exactly as shown.,positive,positive,"['summer', 'decor', 'cute']","{'summer': 'positive', 'decor': 'positive', 'cute': 'positive'}","['super', 'cute']","{'super': 'positive', 'cute': 'positive'}"
Great diffuser,Easy to set up. Diffuses oil nicely - lightweight long cord if need to reach a plug,positive,positive,"['diffuser', 'great']","{'diffuser': 'positive', 'great': 'positive'}","['plug', 'oil', 'easy', 'diffuses', 'lightweight', 'cord']","{'plug': 'positive', 'oil': 'positive', 'easy': 'positive', 'diffuses': 'positive', 'lightweight': 'positive', 'cord': 'positive'}"
Love this product,Less hassle with all the chargers together. Charges fast and looks good too.,positive,positive,['product'],{'product': 'positive'},"['chargers', 'less', 'good', 'hassle', 'charges']","{'chargers': 'positive', 'less': 'positive', 'good': 'positive', 'hassle': 'positive', 'charges': 'negative'}"
Great maneuverability and easily removable tray,"Loved this chair from the first try! All what was important for me was there and I’m happy! Maneuverability is good on the carpet and kitchen tile. Tray can be removed with one hand and hidden behind the chair with one click! It was easy to clean small mess off of it, will see how it works with yogurt or tomato sauce eventually. Overall I’m very happy!",positive,positive,"['tray', 'removable', 'maneuverability', 'great']","{'tray': 'positive', 'removable': 'positive', 'maneuverability': 'positive', 'great': 'positive'}","['maneuverability', 'm', 'happy', 'good', 'easy', 'tray', 'tile', 'kitchen', 'important', 'hand', 'tomato', 'mess', 'chair', 'yogurt', 'carpet', 'click', 'small', 'first', 'overall', 'hidden', 'try']","{'maneuverability': 'positive', 'm': 'positive', 'happy': 'positive', 'good': 'positive', 'easy': 'positive', 'tray': 'positive', 'tile': 'positive', 'kitchen': 'positive', 'important': 'positive', 'hand': 'positive', 'tomato': 'positive', 'mess': 'positive', 'chair': 'positive', 'yogurt': 'positive', 'carpet': 'positive', 'click': 'positive', 'small': 'positive', 'first': 'positive', 'overall': 'positive', 'hidden': 'positive', 'try': 'positive'}"
Super cute,It has a nice bit of stretch. Absolutely looks like you'd imagine.,positive,positive,"['super', 'cute']","{'super': 'positive', 'cute': 'positive'}","['bit', 'nice', 'stretch']","{'bit': 'positive', 'nice': 'positive', 'stretch': 'positive'}"
A hit!,This was the talk of my husband's 40th!  Loved!,neutral,neutral,['hit'],{'hit': 'neutral'},"['husband', '40th', 'talk']","{'husband': 'neutral', '40th': 'neutral', 'talk': 'neutral'}"
simulates a rain shower.,"This is the best I have found over all the years I've been planting delicate flowers and vegetables.  Most other shower heads beat tender vegetation down, doing more damage than good.  Made to last of metal it has a comfortable coating for a better grip.",neutral,positive,"['rain', 'shower']","{'rain': 'neutral', 'shower': 'neutral'}","['damage', 'comfortable', 'years', 'heads', 'vegetation', 'good', 'coating', 'tender', 'delicate', 'flowers', 'vegetables', 'other', 'last', 'metal', 'grip']","{'damage': 'positive', 'comfortable': 'positive', 'years': 'positive', 'heads': 'positive', 'vegetation': 'positive', 'good': 'positive', 'coating': 'positive', 'tender': 'positive', 'delicate': 'positive', 'flowers': 'positive', 'vegetables': 'positive', 'other': 'positive', 'last': 'positive', 'metal': 'positive', 'grip': 'positive'}"
