reviewTitle,reviewBody,aspect,categorized_aspect,sentiment
Cheap price Cheap audio.,"I have never had good thing to say about Beats audio equipment. I have always thought they were over priced and poor quality. These fall under that same category. Even with the provided different ear bud foam sizes, they don't stay in your ears. The sound quality is real bad, especially at higher volumes. The bass gets distorted.",sound quality,quality,negative
Cheap price Cheap audio.,"I have never had good thing to say about Beats audio equipment. I have always thought they were over priced and poor quality. These fall under that same category. Even with the provided different ear bud foam sizes, they don't stay in your ears. The sound quality is real bad, especially at higher volumes. The bass gets distorted.",bass quality,quality,negative
Very good,I really like this. The audio is clear and crispy. Easy to set up. The only complaint is that the stand is sometimes annoying (it is hard to make it stand up without falling),audio,other,positive
Very good,I really like this. The audio is clear and crispy. Easy to set up. The only complaint is that the stand is sometimes annoying (it is hard to make it stand up without falling),setup,other,positive
Very good,I really like this. The audio is clear and crispy. Easy to set up. The only complaint is that the stand is sometimes annoying (it is hard to make it stand up without falling),stand,other,neutral
Easy on/off and durable,"I bought these to use when I help in the warehouse handling large, awkward boxed items. The grip is good and they seem to be wearing well. No holes or tears after a few weeks of daily use. I have blown through some other gloves in little more than a day. Overall I’m pleased with these.",grip,other,positive
Easy on/off and durable,"I bought these to use when I help in the warehouse handling large, awkward boxed items. The grip is good and they seem to be wearing well. No holes or tears after a few weeks of daily use. I have blown through some other gloves in little more than a day. Overall I’m pleased with these.",wearing well,other,positive
Easy on/off and durable,"I bought these to use when I help in the warehouse handling large, awkward boxed items. The grip is good and they seem to be wearing well. No holes or tears after a few weeks of daily use. I have blown through some other gloves in little more than a day. Overall I’m pleased with these.",no holes or tears,other,positive
Easy on/off and durable,"I bought these to use when I help in the warehouse handling large, awkward boxed items. The grip is good and they seem to be wearing well. No holes or tears after a few weeks of daily use. I have blown through some other gloves in little more than a day. Overall I’m pleased with these.",daily use without breakdown,functionality,positive
!BUY IT!,"Price is unreal for this product! Fluffy and light weight. As soon as I got it, I threw it in the wash. This is usually the part where I can tell if it’ll be total crap because cheap ones will dry funky or clump up without ever getting fluffed up as once bought. This comforter was an easy wash and dried up great (especially since I had to re wash it after forgetting in the washer ????)! Looks and feels great! Was originally going to be a spare but it’s in my regular rotations now, when my kids aren’t trying to take it! I’m hoping they come out with more prints but if not, might just have to pick up another one.",price,price,negative
!BUY IT!,"Price is unreal for this product! Fluffy and light weight. As soon as I got it, I threw it in the wash. This is usually the part where I can tell if it’ll be total crap because cheap ones will dry funky or clump up without ever getting fluffed up as once bought. This comforter was an easy wash and dried up great (especially since I had to re wash it after forgetting in the washer ????)! Looks and feels great! Was originally going to be a spare but it’s in my regular rotations now, when my kids aren’t trying to take it! I’m hoping they come out with more prints but if not, might just have to pick up another one.",fluffy and lightweight,other,positive
