reviewTitle,reviewBody,title_sentiment,body_sentiment,title_aspects,title_sentiments,body_aspects,body_sentiments
Fantastic,"Excellent quality. Easily on-par with much more expensive straps, and in some cases much better. This is my second W&W strap and it won’t be my last.",neutral,positive,[],[],"['straps', 'par', 'quality', 'strap', 'cases']","[{'aspect': 'straps', 'negative': np.float32(0.7462637), 'neutral': np.float32(0.10006994), 'positive': np.float32(0.15366638)}, {'aspect': 'par', 'negative': np.float32(0.008128038), 'neutral': np.float32(0.017791528), 'positive': np.float32(0.9740804)}, {'aspect': 'quality', 'negative': np.float32(0.0024830254), 'neutral': np.float32(0.002085921), 'positive': np.float32(0.99543107)}, {'aspect': 'strap', 'negative': np.float32(0.5593185), 'neutral': np.float32(0.18706618), 'positive': np.float32(0.25361535)}, {'aspect': 'cases', 'negative': np.float32(0.07480806), 'neutral': np.float32(0.23217952), 'positive': np.float32(0.6930125)}]"
Get a grip. literally,"Fits my huge hands well. a little awkward to clip on (you gotta thread the wrist strap through a hole in the bottom, and must be taken off to replace the batteries, but once they're on, they aren't moving.",positive,neutral,['grip'],"[{'aspect': 'grip', 'negative': np.float32(0.04813239), 'neutral': np.float32(0.06546818), 'positive': np.float32(0.88639945)}]","['wrist', 'bottom', 'hole', 'hands', 'batteries']","[{'aspect': 'wrist', 'negative': np.float32(0.9580212), 'neutral': np.float32(0.02959178), 'positive': np.float32(0.012387043)}, {'aspect': 'bottom', 'negative': np.float32(0.11729716), 'neutral': np.float32(0.8788948), 'positive': np.float32(0.0038080758)}, {'aspect': 'hole', 'negative': np.float32(0.72677875), 'neutral': np.float32(0.26146448), 'positive': np.float32(0.011756805)}, {'aspect': 'hands', 'negative': np.float32(0.25374404), 'neutral': np.float32(0.03715639), 'positive': np.float32(0.70909953)}, {'aspect': 'batteries', 'negative': np.float32(0.060283154), 'neutral': np.float32(0.93336546), 'positive': np.float32(0.006351338)}]"
Easy to use.,It’s very handy. Light and easy to use.,neutral,positive,[],[],['Light'],"[{'aspect': 'Light', 'negative': np.float32(0.00054276315), 'neutral': np.float32(0.0024830406), 'positive': np.float32(0.99697423)}]"
comfortable,works great,neutral,neutral,[],[],[],[]
"Great value, durable product","Bought for the overall value since a toddler bucket seat is on average $40-$50... and I'm very satisfied. The bucket seat is great quality, and now I have a spare swing, and my 6 year old loves the wheel spinning thing..",positive,positive,"['product', 'value']","[{'aspect': 'product', 'negative': np.float32(0.00057146954), 'neutral': np.float32(0.002315263), 'positive': np.float32(0.9971132)}, {'aspect': 'value', 'negative': np.float32(0.0004741423), 'neutral': np.float32(0.0013228058), 'positive': np.float32(0.99820304)}]","['wheel', 'quality', 'bucket', 'year', 'thing', 'seat', 'swing', 'spinning', 'value', 'toddler']","[{'aspect': 'wheel', 'negative': np.float32(0.001990276), 'neutral': np.float32(0.011282403), 'positive': np.float32(0.9867273)}, {'aspect': 'quality', 'negative': np.float32(0.0005982447), 'neutral': np.float32(0.0011544843), 'positive': np.float32(0.99824727)}, {'aspect': 'bucket', 'negative': np.float32(0.0011533266), 'neutral': np.float32(0.0062668603), 'positive': np.float32(0.9925799)}, {'aspect': 'year', 'negative': np.float32(0.0031043733), 'neutral': np.float32(0.042333554), 'positive': np.float32(0.954562)}, {'aspect': 'thing', 'negative': np.float32(0.0020395427), 'neutral': np.float32(0.013293135), 'positive': np.float32(0.9846673)}, {'aspect': 'seat', 'negative': np.float32(0.0010416643), 'neutral': np.float32(0.0056238743), 'positive': np.float32(0.9933344)}, {'aspect': 'swing', 'negative': np.float32(0.004434234), 'neutral': np.float32(0.5097021), 'positive': np.float32(0.48586363)}, {'aspect': 'spinning', 'negative': np.float32(0.0021788385), 'neutral': np.float32(0.014452047), 'positive': np.float32(0.9833692)}, {'aspect': 'value', 'negative': np.float32(0.0034019183), 'neutral': np.float32(0.013991116), 'positive': np.float32(0.98260695)}, {'aspect': 'toddler', 'negative': np.float32(0.004645948), 'neutral': np.float32(0.9405659), 'positive': np.float32(0.054788146)}]"
Love this Washi Tape & I will buy again,I love this Washi tape. I use it around the borders of my Diamond Paintings. It holds up very well. The colors are beautiful. I will be buying again.,positive,positive,"['Washi', 'Tape']","[{'aspect': 'Washi', 'negative': np.float32(0.00042876368), 'neutral': np.float32(0.0019148798), 'positive': np.float32(0.99765635)}, {'aspect': 'Tape', 'negative': np.float32(0.0005166174), 'neutral': np.float32(0.0033598861), 'positive': np.float32(0.9961235)}]","['tape', 'Diamond', 'Washi', 'colors', 'borders', 'Paintings']","[{'aspect': 'tape', 'negative': np.float32(0.0009749221), 'neutral': np.float32(0.007766062), 'positive': np.float32(0.99125904)}, {'aspect': 'Diamond', 'negative': np.float32(0.0022596659), 'neutral': np.float32(0.89845043), 'positive': np.float32(0.099289924)}, {'aspect': 'Washi', 'negative': np.float32(0.000775273), 'neutral': np.float32(0.003575873), 'positive': np.float32(0.9956488)}, {'aspect': 'colors', 'negative': np.float32(0.0005901053), 'neutral': np.float32(0.0013079748), 'positive': np.float32(0.9981019)}, {'aspect': 'borders', 'negative': np.float32(0.0017259171), 'neutral': np.float32(0.99380505), 'positive': np.float32(0.00446911)}, {'aspect': 'Paintings', 'negative': np.float32(0.00143885), 'neutral': np.float32(0.96187115), 'positive': np.float32(0.036690105)}]"
"Worth the buy, but......",I wished it would have had a plastic covering to protect the photo I inserted.  Other than that it’s pretty nice.,positive,negative,['buy'],"[{'aspect': 'buy', 'negative': np.float32(0.008787506), 'neutral': np.float32(0.012472204), 'positive': np.float32(0.97874033)}]","['photo', 'plastic', 'covering']","[{'aspect': 'photo', 'negative': np.float32(0.5996782), 'neutral': np.float32(0.36603376), 'positive': np.float32(0.034287993)}, {'aspect': 'plastic', 'negative': np.float32(0.97406876), 'neutral': np.float32(0.019527473), 'positive': np.float32(0.0064038206)}, {'aspect': 'covering', 'negative': np.float32(0.9837642), 'neutral': np.float32(0.012439105), 'positive': np.float32(0.0037967004)}]"
Perfectly bright!,Perfect gift for my teenage daughter who practices applying makeup.,neutral,neutral,[],[],"['daughter', 'gift', 'makeup']","[{'aspect': 'daughter', 'negative': np.float32(0.02172411), 'neutral': np.float32(0.62865955), 'positive': np.float32(0.34961632)}, {'aspect': 'gift', 'negative': np.float32(0.0010982171), 'neutral': np.float32(0.003212439), 'positive': np.float32(0.99568933)}, {'aspect': 'makeup', 'negative': np.float32(0.0015171071), 'neutral': np.float32(0.9928423), 'positive': np.float32(0.0056406464)}]"
I will be buying the black purse I love this,"I love the quality of this purse, and yes, I will buy the black one as well. It’s very sophisticated, it looks expensive it’s lightweight and very classy",positive,positive,['purse'],"[{'aspect': 'purse', 'negative': np.float32(0.002818151), 'neutral': np.float32(0.08407437), 'positive': np.float32(0.9131075)}]","['one', 'quality', 'purse']","[{'aspect': 'one', 'negative': np.float32(0.001474662), 'neutral': np.float32(0.007592778), 'positive': np.float32(0.9909326)}, {'aspect': 'quality', 'negative': np.float32(0.00077921833), 'neutral': np.float32(0.0021483775), 'positive': np.float32(0.99707234)}, {'aspect': 'purse', 'negative': np.float32(0.00084754085), 'neutral': np.float32(0.0028467658), 'positive': np.float32(0.9963057)}]"
Easy to use,"Good product, fast shipping,easy to use",neutral,positive,[],[],"['product', 'shipping']","[{'aspect': 'product', 'negative': np.float32(0.00028665352), 'neutral': np.float32(0.0011649206), 'positive': np.float32(0.99854845)}, {'aspect': 'shipping', 'negative': np.float32(0.000361353), 'neutral': np.float32(0.0014516617), 'positive': np.float32(0.998187)}]"
YAY!,I so appreciate taking 1/4  of a teaspoon of  Natural Vitality Calm #1 Selling Magnesium Citrate PLUS Calcium three times a day along with 1/4 of a teaspoon of Bragg's Apple Cider Vinegar. I highly recommend it to my loved ones. *Much Love* MV,positive,positive,['YAY'],"[{'aspect': 'YAY', 'negative': np.float32(0.005767252), 'neutral': np.float32(0.04673729), 'positive': np.float32(0.9474954)}]","['Selling', 'Natural', 'MV', 'PLUS', 'times', 'teaspoon', 'Apple', 'Magnesium', 'day', 'Love', 'Calcium', 'Cider', 'ones', 'Much', 'Citrate', 'Bragg', 'Vinegar', 'Calm', 'Vitality']","[{'aspect': 'Selling', 'negative': np.float32(0.002697137), 'neutral': np.float32(0.17108592), 'positive': np.float32(0.82621694)}, {'aspect': 'Natural', 'negative': np.float32(0.0008658294), 'neutral': np.float32(0.01007075), 'positive': np.float32(0.98906344)}, {'aspect': 'MV', 'negative': np.float32(0.0008960626), 'neutral': np.float32(0.006214695), 'positive': np.float32(0.99288917)}, {'aspect': 'PLUS', 'negative': np.float32(0.0014459842), 'neutral': np.float32(0.015909066), 'positive': np.float32(0.982645)}, {'aspect': 'times', 'negative': np.float32(0.0012502176), 'neutral': np.float32(0.013850973), 'positive': np.float32(0.98489887)}, {'aspect': 'teaspoon', 'negative': np.float32(0.0013882114), 'neutral': np.float32(0.030458063), 'positive': np.float32(0.9681538)}, {'aspect': 'Apple', 'negative': np.float32(0.0010870459), 'neutral': np.float32(0.013157861), 'positive': np.float32(0.9857551)}, {'aspect': 'Magnesium', 'negative': np.float32(0.0010984894), 'neutral': np.float32(0.022275634), 'positive': np.float32(0.9766259)}, {'aspect': 'day', 'negative': np.float32(0.0016805528), 'neutral': np.float32(0.020822551), 'positive': np.float32(0.9774969)}, {'aspect': 'Love', 'negative': np.float32(0.0011320615), 'neutral': np.float32(0.011135277), 'positive': np.float32(0.98773265)}, {'aspect': 'Calcium', 'negative': np.float32(0.001848276), 'neutral': np.float32(0.11121016), 'positive': np.float32(0.88694155)}, {'aspect': 'Cider', 'negative': np.float32(0.0009550567), 'neutral': np.float32(0.011502536), 'positive': np.float32(0.98754245)}, {'aspect': 'ones', 'negative': np.float32(0.0021249885), 'neutral': np.float32(0.034647137), 'positive': np.float32(0.96322787)}, {'aspect': 'Much', 'negative': np.float32(0.001333592), 'neutral': np.float32(0.012375543), 'positive': np.float32(0.9862909)}, {'aspect': 'Citrate', 'negative': np.float32(0.0013742776), 'neutral': np.float32(0.04338656), 'positive': np.float32(0.95523924)}, {'aspect': 'Bragg', 'negative': np.float32(0.0011611034), 'neutral': np.float32(0.012028639), 'positive': np.float32(0.9868103)}, {'aspect': 'Vinegar', 'negative': np.float32(0.0009941354), 'neutral': np.float32(0.014631557), 'positive': np.float32(0.98437434)}, {'aspect': 'Calm', 'negative': np.float32(0.00075707474), 'neutral': np.float32(0.0087041715), 'positive': np.float32(0.9905387)}, {'aspect': 'Vitality', 'negative': np.float32(0.00064813625), 'neutral': np.float32(0.005722893), 'positive': np.float32(0.9936289)}]"
Best ever,Smells so good amd hair is shiny�,neutral,positive,[],[],"['hair', 'amd', '�']","[{'aspect': 'hair', 'negative': np.float32(0.00056101487), 'neutral': np.float32(0.0019402462), 'positive': np.float32(0.9974987)}, {'aspect': 'amd', 'negative': np.float32(0.0011739417), 'neutral': np.float32(0.004697083), 'positive': np.float32(0.99412894)}, {'aspect': '�', 'negative': np.float32(0.0011565124), 'neutral': np.float32(0.005158714), 'positive': np.float32(0.9936847)}]"
Still wondering where the bracelet is...,"I never received my free gift or the bracelet that was supposedly part of the package and what originally drew me to purchase this item out of the gate. The ring itself is of good quality and is comfortable to wear. I just wish for the money spent that the bracelet advertised with the item would have actually been included, because that was the deciding factor for me to purchase this item over others I had seen.",negative,negative,['bracelet'],"[{'aspect': 'bracelet', 'negative': np.float32(0.5589483), 'neutral': np.float32(0.33445814), 'positive': np.float32(0.10659355)}]","['package', 'bracelet', 'quality', 'gate', 'money', 'ring', 'factor', 'part', 'item', 'gift', 'others']","[{'aspect': 'package', 'negative': np.float32(0.84834385), 'neutral': np.float32(0.1151627), 'positive': np.float32(0.036493443)}, {'aspect': 'bracelet', 'negative': np.float32(0.93701226), 'neutral': np.float32(0.026810478), 'positive': np.float32(0.036177255)}, {'aspect': 'quality', 'negative': np.float32(0.010107568), 'neutral': np.float32(0.0064652106), 'positive': np.float32(0.9834273)}, {'aspect': 'gate', 'negative': np.float32(0.0015037798), 'neutral': np.float32(0.9944494), 'positive': np.float32(0.0040468653)}, {'aspect': 'money', 'negative': np.float32(0.25420377), 'neutral': np.float32(0.73137754), 'positive': np.float32(0.014418595)}, {'aspect': 'ring', 'negative': np.float32(0.005392559), 'neutral': np.float32(0.006921535), 'positive': np.float32(0.9876859)}, {'aspect': 'factor', 'negative': np.float32(0.13915123), 'neutral': np.float32(0.07856424), 'positive': np.float32(0.78228456)}, {'aspect': 'part', 'negative': np.float32(0.35543033), 'neutral': np.float32(0.27202561), 'positive': np.float32(0.37254405)}, {'aspect': 'item', 'negative': np.float32(0.45190784), 'neutral': np.float32(0.22433835), 'positive': np.float32(0.32375383)}, {'aspect': 'gift', 'negative': np.float32(0.90974635), 'neutral': np.float32(0.060798515), 'positive': np.float32(0.02945514)}, {'aspect': 'others', 'negative': np.float32(0.7732536), 'neutral': np.float32(0.105369985), 'positive': np.float32(0.12137635)}]"
Lights Don’t Last,"Easy to install, but adhesion ruins wall upon removal. Lights don’t last long with brand new batteries.",negative,negative,['Lights'],"[{'aspect': 'Lights', 'negative': np.float32(0.99549484), 'neutral': np.float32(0.002557576), 'positive': np.float32(0.0019474778)}]","['brand', 'Lights', 'adhesion', 'wall', 'batteries', 'removal']","[{'aspect': 'brand', 'negative': np.float32(0.9512999), 'neutral': np.float32(0.025857), 'positive': np.float32(0.022843098)}, {'aspect': 'Lights', 'negative': np.float32(0.989714), 'neutral': np.float32(0.005177169), 'positive': np.float32(0.005108837)}, {'aspect': 'adhesion', 'negative': np.float32(0.98782456), 'neutral': np.float32(0.002560751), 'positive': np.float32(0.009614657)}, {'aspect': 'wall', 'negative': np.float32(0.9934144), 'neutral': np.float32(0.0023189955), 'positive': np.float32(0.0042666197)}, {'aspect': 'batteries', 'negative': np.float32(0.9294812), 'neutral': np.float32(0.023322904), 'positive': np.float32(0.04719586)}, {'aspect': 'removal', 'negative': np.float32(0.9409492), 'neutral': np.float32(0.016581953), 'positive': np.float32(0.04246882)}]"
As advertised,"Simple, clean design, no defects. Easy to install.",neutral,positive,[],[],"['defects', 'design']","[{'aspect': 'defects', 'negative': np.float32(0.13076659), 'neutral': np.float32(0.061637044), 'positive': np.float32(0.8075963)}, {'aspect': 'design', 'negative': np.float32(0.00097214326), 'neutral': np.float32(0.002923085), 'positive': np.float32(0.99610484)}]"
Think I got a defect,"Had a pair before, great headphones and very comfortable.  What else can you say about AirPods.",negative,positive,['defect'],"[{'aspect': 'defect', 'negative': np.float32(0.9076924), 'neutral': np.float32(0.088887036), 'positive': np.float32(0.0034205546)}]","['pair', 'AirPods', 'headphones']","[{'aspect': 'pair', 'negative': np.float32(0.0061782408), 'neutral': np.float32(0.24604848), 'positive': np.float32(0.7477733)}, {'aspect': 'AirPods', 'negative': np.float32(0.008668641), 'neutral': np.float32(0.37572685), 'positive': np.float32(0.61560446)}, {'aspect': 'headphones', 'negative': np.float32(0.00061079377), 'neutral': np.float32(0.0027843176), 'positive': np.float32(0.9966049)}]"
